#FORMAT: BEACON
#PREFIX: http://d-nb.info/gnd/
#TARGET: https://ixtheo.de/Search/Results?lookfor={ID}&Type=GND
#NAME: INDEX THEOLOGICUS (IxTheo)
#MESSAGE: INDEX THEOLOGICUS: Publikationen im IxTheo
#DESCRIPTION: Die Datenbank "Index Theologicus" (IxTheo: https://ixtheo.de) ist eine internationale, open access Bibliographie für Theologie und Religionswissenschaft. Ausgewertet werden alle Mediengattungen wie Monographien, Aufsätze (aus mehr als 1.000 theologischen und religionswissenschaftlichen Zeitschriften sowie Aufsätze aus Sammelschriften, z.B. Festschriften und Kongressschriften), Rezensionen, Lexikonartikel, Websites, Weblogs, Datenbanken, Archivmaterial und Nachlässe, Forschungsdaten etc. Statistik: mehr als 390.000 Personen- und Körperschafts-GND, mehr als 2,8 Mio Titel (Stand März 2022).
#INSTITUTION: Universitätsbibliothek Tübingen
#CONTACT: ixtheo@ub.uni-tuebingen.de
#TIMESTAMP: 2022-12-11
1243758058|1
1241208654|1
1241208670|1
1226370454|1
1226370306|1
1221996088|1
1220311901|1
1218089989|1
1217023194|1
1217023089|1
1214327702|1
1213757592|1
1213486971|1
1209690195|1
1205166408|1
1197152601|1
1194476759|1
1190921189|1
1188070339|1
1187840890|1
1186915536|1
118691405X|1
1176219057|1
1172467803|1
1172457271|1
1171757387|1
1171005385|1
1169352111|1
1163743259|1
1163237558|1
1161044396|1
1158880596|1
1158747675|1
1156545021|1
1151959448|1
1150190469|1
1146927088|1
114643426X|1
1146396171|1
1146382995|1
1147810583|1
1145904971|1
1147707774|1
1145429491|1
1145417876|1
1145848303|1
1145782116|1
1140171828|1
1140069101|1
1137972181|1
1137954876|1
1136441077|1
1132351596|1
1131195434|1
1129125262|1
1129122336|1
1124931201|1
1122568673|1
1122223889|1
112059913X|1
1120146828|3
1119721458|1
1118647270|1
1118525280|1
1118404998|1
1117039358|1
1116371928|1
1112754164|1
1112475060|1
1111570280|1
1107215587|1
1100560815|1
1098175077|1
1097609413|1
1096204819|1
1095261355|1
1089862180|1
1089508913|1
1089505922|1
1082795410|1
1081197196|1
1079986197|1
1079111395|1
1078756171|1
1077993366|1
1076933343|1
1075769728|1
1075285410|1
1074763513|1
1072486938|1
1071158783|1
1071005707|1
1070823589|1
1070542822|2
1068071419|1
1066385599|1
1065407483|1
1064905404|1
1064626017|2
1061417107|1
1060532077|1
1059557657|1
1059141922|1
1059121913|1
1058892886|1
1058513990|1
1056641290|1
1055741739|1
1055247319|1
1055186840|1
1052963781|1
1052076033|1
1051467896|1
105078670X|1
1050546849|2
104931803X|1
104843804X|1
1048202526|1
1048370496|1
1047982595|1
1046210637|1
104601286X|1
1045113891|2
1043519815|1
1042952442|1
1041790090|1
103653412X|1
1036113647|1
1036115631|1
1035833794|1
1034727540|1
1033451266|1
1032871520|2
1032099755|1
1032031093|1
1032014253|1
1031173382|2
102985632X|1
122775023|1
1028903324|1
102855852X|1
1028129203|1
1027740936|1
1026825555|1
1026820677|1
1026320585|1
1026232023|1
102607424X|2
1025799410|1
1024795691|1
1024559149|1
1023927934|1
1023331764|1
1022955675|1
130631809|2
128753498|1
122830067|1
121902285|1
12097665X|1
101209054X|1
142795836|1
142332801|1
141163496|1
140394354|1
139587497|1
1012562743|2
174263511|1
173707831|1
173620078|1
17346971X|1
172451159|1
172000157|1
171977432|2
120462559|2
119303981|2
118904981|1
118701967|1
133947777|2
113761295|1
1020268700|1
101986211|2
111174988|1
1013824075|1
114615756|1
1011377713|1
143884581|1
143184423|1
143084550|1
142749915|1
107282798|2
142315931|1
12177113X|2
112206298|1
141951508|1
141839473|1
141418818|1
140290729|1
140272097|1
140164391|1
140111123|1
139971319|1
139729720|1
139647821|1
124057896|1
139470050|2
139442596|1
137789726|1
139118632|1
138898049|1
138400083|2
122545710|1
137693419|1
13746424X|1
137454015|1
137227922|1
114809399|2
114422974|1
136815626|1
136804276|1
123198623|1
131464345|1
136305261|1
13623917X|1
109342208|1
136087841|1
134611632|1
13438878X|1
135713188|1
133969010|1
133834344|2
133744418|1
133567419|1
123630851|1
133472094|1
133400050|1
122220536|1
133375285|1
120981580|1
119716321|1
133201031|1
133098508|1
111659205|2
132894467|1
108940349|1
132890623|1
132729954|2
132624273|1
132512912|1
132425009|2
123454859|1
124646050|2
124563082|2
132244144|1
132222752|1
13212842X|1
132018934|1
131944126|1
131875582|2
113875177|1
131847856|1
12377649X|1
131589814|1
122279786|1
131393782|1
130825255|1
130683973|2
123779553|1
130538744|1
130524379|1
120348845|1
130123692|1
130097047|1
10867908X|1
129914037|2
129729477|1
129668362|1
129667056|1
129639311|1
102983631|2
105209554|2
128813474|1
128778709|1
128776382|1
128716843|1
128472812|1
12838915X|1
124929303|2
124478158|1
12440250X|1
118104438|1
118754971|2
117056995|2
124150632|1
123666724|1
123640601|2
123406765|2
123403669|1
123326354|1
123196876|2
123142962|2
123142091|1
123099099|1
123085349|2
122719026|2
122558162|2
122541359|1
12217951X|1
122039157|1
121774376|1
121707237|1
121659399|1
121187632|2
120846160|1
120661942|1
120659220|1
120522713|2
120372738|1
120359960|1
120341808|1
12021766X|1
119457105|1
119431246|1
119363909|2
119255243|2
119133288|2
119092999|1
119052458|2
118905287|2
118890484|2
118885251|2
118692976|2
118600710|2
11855316X|2
118547089|2
118174924|1
117529346|1
117091804|2
116743883|2
116698918|2
116265809|2
116216867|2
116135697|2
102442770|1
116820438|2
171235630|1
170894177|1
170811247|1
170671801|1
170651509|1
170638898|1
170385167|1
1256860859|1
1254759514|1
1254179291|1
1253814317|1
1253690731|1
1250278325|1
1250277655|1
1248942116|1
1248044134|1
1247783758|2
1247737381|1
124759632X|1
1247582477|3
1247582248|1
1247581888|1
1246553090|1
1246091127|3
1245901133|1
1245798138|1
1242942939|1
1242750495|1
1242669353|1
1241708894|1
124072568X|1
1240504497|2
1240335695|1
123769454X|1
1236957814|1
1236441370|1
1236350936|1
1236312481|1
1236292871|1
1236159799|1
1235927954|1
1235692140|1
1235610322|1
1234615274|1
1234401959|1
1234240211|1
1234181738|2
